"curve_id","n_det","tau","point_id","fidelity","max_success_probability"
5,4,0.95,4,0.026866999352755046,0.12556542819771005
5,4,0.95,5,0.033713432539733336,0.12556542819771005
5,4,0.95,6,0.04055986572671163,0.12556542819771005
5,4,0.95,7,0.047406298913689915,0.12556542819771005
5,4,0.95,8,0.05425273210066821,0.12556542819771005
5,4,0.95,9,0.0610991652876465,0.12556542819771005
5,4,0.95,10,0.0679455984746248,0.12556542819771005
5,4,0.95,11,0.07479203166160309,0.12556542819771005
5,4,0.95,12,0.08163846484858138,0.12556542819771005
5,4,0.95,13,0.08848489803555966,0.12556542819771005
5,4,0.95,14,0.09533133122253795,0.12556542819771005
5,4,0.95,15,0.10217776440951624,0.12556542819771005
5,4,0.95,16,0.10902419759649454,0.12556542819771005
5,4,0.95,17,0.11587063078347283,0.12556542819771005
5,4,0.95,18,0.12271706397045112,0.12556542819771005
5,4,0.95,19,0.12956349715742943,0.12556542819771005
5,4,0.95,20,0.1364099303444077,0.12556542819771005
5,4,0.95,21,0.14325636353138602,0.12556542819771005
5,4,0.95,22,0.1501027967183643,0.12556542819771005
5,4,0.95,23,0.1569492299053426,0.12556542819771005
5,4,0.95,24,0.16379566309232088,0.12556542819771005
5,4,0.95,25,0.17064209627929916,0.12556542819771005
5,4,0.95,26,0.17748852946627747,0.12556542819771005
5,4,0.95,27,0.18433496265325575,0.12556542819771005
5,4,0.95,28,0.19118139584023405,0.12556542819771005
5,4,0.95,29,0.19802782902721233,0.12556542819771005
5,4,0.95,30,0.20487426221419064,0.12556542819771005
5,4,0.95,31,0.21172069540116892,0.12556542819771005
5,4,0.95,32,0.21856712858814722,0.12556542819771005
5,4,0.95,33,0.2254135617751255,0.12556542819771005
5,4,0.95,34,0.23225999496210378,0.12556542819771005
5,4,0.95,35,0.2391064281490821,0.12556542819771005
5,4,0.95,36,0.24595286133606037,0.12556542819771005
5,4,0.95,37,0.2527992945230387,0.12556542819771005
5,4,0.95,38,0.259645727710017,0.12556542819771005
5,4,0.95,39,0.26649216089699523,0.12556542819771005
5,4,0.95,40,0.27333859408397354,0.12556542819771005
5,4,0.95,41,0.28018502727095185,0.12556542819771005
5,4,0.95,42,0.2870314604579301,0.12556542819771005
5,4,0.95,43,0.2938778936449084,0.12556542819771005
5,4,0.95,44,0.3007243268318867,0.12556542819771005
5,4,0.95,45,0.307570760018865,0.12556542819771005
5,4,0.95,46,0.31441719320584327,0.12556542819771005
5,4,0.95,47,0.3212636263928216,0.12510182321021435
5,4,0.95,48,0.3281100595797999,0.12432067255286677
5,4,0.95,49,0.33495649276677814,0.12349348044975095
5,4,0.95,50,0.34180292595375644,0.12268570147226969
5,4,0.95,51,0.34864935914073475,0.12189692984817457
5,4,0.95,52,0.35549579232771306,0.12112676819420642
5,4,0.95,53,0.3623422255146913,0.1203748273961603
5,4,0.95,54,0.3691886587016696,0.11964072648613598
5,4,0.95,55,0.3760350918886479,0.11892409251734415
5,4,0.95,56,0.38288152507562623,0.11822456043681914
5,4,0.95,57,0.3897279582626045,0.11754177295636614
5,4,0.95,58,0.3965743914495828,0.1168247886780254
5,4,0.95,59,0.4034208246365611,0.1161756698091453
5,4,0.95,60,0.41026725782353934,0.11554224350278128
5,4,0.95,61,0.41711369101051765,0.11487726685596
5,4,0.95,62,0.42396012419749596,0.11427539609677921
5,4,0.95,63,0.43080655738447426,0.11364366842163298
5,4,0.95,64,0.4376529905714525,0.11307200542928829
5,4,0.95,65,0.4444994237584308,0.1124721081308783
5,4,0.95,66,0.45134585694540913,0.11188817815370782
5,4,0.95,67,0.4581922901323874,0.11131985987255588
5,4,0.95,68,0.4650387233193657,0.11076680607470367
5,4,0.95,69,0.471885156506344,0.11019080237076356
5,4,0.95,70,0.4787315896933223,0.1096682986198138
5,4,0.95,71,0.48557802288030055,0.10912427645205021
5,4,0.95,72,0.49242445606727886,0.10859622428944568
5,4,0.95,73,0.49927088925425717,0.10808376498530925
5,4,0.95,74,0.5061173224412354,0.10758653097257401
5,4,0.95,75,0.5129637556282137,0.10707252622195797
5,4,0.95,76,0.5198101888151919,0.10657501361696524
5,4,0.95,77,0.5266566220021702,0.10609358121177168
5,4,0.95,78,0.5335030551891485,0.10562782816882588
5,4,0.95,79,0.5403494883761268,0.10514970939106734
5,4,0.95,80,0.5471959215631051,0.10468839604519435
5,4,0.95,81,0.5540423547500835,0.10424344617490604
5,4,0.95,82,0.5608887879370618,0.10378968137766485
5,4,0.95,83,0.56773522112404,0.10335328559474953
5,4,0.95,84,0.5745816543110183,0.10291095850527414
5,4,0.95,85,0.5814280874979966,0.1024869016154787
5,4,0.95,86,0.5882745206849749,0.10205968101219914
5,4,0.95,87,0.5951209538719532,0.10163159956550784
5,4,0.95,88,0.6019673870589315,0.10122385896397387
5,4,0.95,89,0.6088138202459098,0.10081781370826833
5,4,0.95,90,0.615660253432888,0.10041564162136184
5,4,0.95,91,0.6225066866198663,0.10000347744854617
5,4,0.95,92,0.6293531198068446,0.09961638180556232
5,4,0.95,93,0.6361995529938229,0.09922539209516813
5,4,0.95,94,0.6430459861808012,0.09883549195549524
5,4,0.95,95,0.6498924193677795,0.09845163276050452
5,4,0.95,96,0.6567388525547578,0.09806793008872891
5,4,0.95,97,0.663585285741736,0.09768291784637177
5,4,0.95,98,0.6704317189287143,0.09729988334979268
5,4,0.95,99,0.6772781521156926,0.09690646176518862
5,4,0.95,100,0.684124585302671,0.09649292842665312
5,4,0.95,101,0.6909710184896493,0.09592813187668493
6,4,0.7,1,0.011946575750030188,0.08662339615713188
6,4,0.7,2,0.0177048270024274,0.08662339615713188
6,4,0.7,3,0.023463078254824615,0.08662339615713188
6,4,0.7,4,0.029221329507221828,0.08662339615713188
6,4,0.7,5,0.034979580759619044,0.08662339615713188
6,4,0.7,6,0.04073783201201625,0.08662339615713188
6,4,0.7,7,0.04649608326441347,0.08662339615713188
6,4,0.7,8,0.05225433451681068,0.08662339615713188
6,4,0.7,9,0.0580125857692079,0.08662339615713188
6,4,0.7,10,0.0637708370216051,0.08662339615713188
6,4,0.7,11,0.06952908827400232,0.08662339615713188
6,4,0.7,12,0.07528733952639954,0.08662339615713188
6,4,0.7,13,0.08104559077879675,0.08662339615713188
6,4,0.7,14,0.08680384203119396,0.08662339615713188
6,4,0.7,15,0.09256209328359118,0.08662339615713188
6,4,0.7,16,0.0983203445359884,0.08662339615713188
6,4,0.7,17,0.1040785957883856,0.08662339615713188
6,4,0.7,18,0.10983684704078281,0.08662339615713188
6,4,0.7,19,0.11559509829318003,0.08662339615713188
6,4,0.7,20,0.12135334954557725,0.08662339615713188
6,4,0.7,21,0.12711160079797446,0.08662339615713188
6,4,0.7,22,0.13286985205037166,0.08662339615713188
6,4,0.7,23,0.1386281033027689,0.08662339615713188
6,4,0.7,24,0.1443863545551661,0.08662339615713188
6,4,0.7,25,0.1501446058075633,0.08662339615713188
6,4,0.7,26,0.15590285705996051,0.08662339615713188
6,4,0.7,27,0.16166110831235772,0.08662339615713188
6,4,0.7,28,0.16741935956475495,0.08662339615713188
6,4,0.7,29,0.17317761081715216,0.08662339615713188
6,4,0.7,30,0.17893586206954937,0.08662339615713188
6,4,0.7,31,0.1846941133219466,0.08662339615713188
6,4,0.7,32,0.1904523645743438,0.08662339615713188
6,4,0.7,33,0.196210615826741,0.08662339615713188
6,4,0.7,34,0.20196886707913822,0.08662339615713188
6,4,0.7,35,0.20772711833153543,0.08662339615713188
6,4,0.7,36,0.21348536958393266,0.08662339615713188
6,4,0.7,37,0.21924362083632987,0.08662339615713188
6,4,0.7,38,0.22500187208872707,0.08662339615713188
6,4,0.7,39,0.2307601233411243,0.08662339615713188
6,4,0.7,40,0.2365183745935215,0.08662339615713188
6,4,0.7,41,0.24227662584591872,0.08662339615713188
6,4,0.7,42,0.24803487709831593,0.08662339615713188
6,4,0.7,43,0.2537931283507131,0.08662339615713188
6,4,0.7,44,0.25955137960311037,0.08662339615713188
6,4,0.7,45,0.26530963085550757,0.08662339615713188
6,4,0.7,46,0.2710678821079048,0.08662339615713188
6,4,0.7,47,0.276826133360302,0.08662339615713188
6,4,0.7,48,0.2825843846126992,0.08662339615713188
6,4,0.7,49,0.2883426358650964,0.08662339615713188
6,4,0.7,50,0.2941008871174936,0.08662339615713188
6,4,0.7,51,0.2998591383698908,0.08662339615713188
6,4,0.7,52,0.305617389622288,0.08662339615713188
6,4,0.7,53,0.3113756408746852,0.08662339615713188
6,4,0.7,54,0.3171338921270825,0.08638786107519951
6,4,0.7,55,0.3228921433794797,0.08608426516303906
6,4,0.7,56,0.3286503946318769,0.08580677437444427
6,4,0.7,57,0.3344086458842741,0.08553205671845522
6,4,0.7,58,0.3401668971366713,0.0852377083982736
6,4,0.7,59,0.3459251483890685,0.08496912355586286
6,4,0.7,60,0.3516833996414657,0.08468164637005947
6,4,0.7,61,0.357441650893863,0.08439789748714165
6,4,0.7,62,0.3631999021462602,0.0841179654631228
6,4,0.7,63,0.3689581533986574,0.08386302052121218
6,4,0.7,64,0.3747164046510546,0.08356984541825957
6,4,0.7,65,0.3804746559034518,0.08330177638527175
6,4,0.7,66,0.386232907155849,0.08303776384613917
6,4,0.7,67,0.3919911584082462,0.08277784321570777
6,4,0.7,68,0.3977494096606434,0.08250253576942329
6,4,0.7,69,0.40350766091304063,0.08225119157876326
6,4,0.7,70,0.4092659121654379,0.081985156340539
6,4,0.7,71,0.4150241634178351,0.08172394252432928
6,4,0.7,72,0.4207824146702323,0.08146754895822285
6,4,0.7,73,0.4265406659226295,0.08119818106273484
6,4,0.7,74,0.4322989171750267,0.08095173880069616
6,4,0.7,75,0.4380571684274239,0.08069299195949195
6,4,0.7,76,0.44381541967982113,0.08043969476247063
6,4,0.7,77,0.4495736709322184,0.08019180909185947
6,4,0.7,78,0.4553319221846156,0.07993331339282586
6,4,0.7,79,0.4610901734370128,0.07968086680065749
6,4,0.7,80,0.46684842468941,0.0794344055515456
6,4,0.7,81,0.4726066759418072,0.07917902222286498
6,4,0.7,82,0.4783649271942044,0.07893023212944321
6,4,0.7,83,0.48412317844660163,0.07868794467439039
6,4,0.7,84,0.48988142969899884,0.07843838827685097
6,4,0.7,85,0.49563968095139604,0.07818263560487038
6,4,0.7,86,0.5013979322037934,0.077934622675972
6,4,0.7,87,0.5071561834561905,0.07769420942948989
6,4,0.7,88,0.5129144347085878,0.07743716086733392
6,4,0.7,89,0.518672685960985,0.0771890313074995
6,4,0.7,90,0.5244309372133822,0.07693844297856028
6,4,0.7,91,0.5301891884657794,0.07668646639076315
6,4,0.7,92,0.5359474397181766,0.07642388883655794
6,4,0.7,93,0.5417056909705739,0.07617278519510347
6,4,0.7,94,0.547463942222971,0.07590478769962535
6,4,0.7,95,0.5532221934753683,0.07563270199818309
6,4,0.7,96,0.5589804447277654,0.07535907934356606
6,4,0.7,97,0.5647386959801627,0.07506329402756418
6,4,0.7,98,0.57049694723256,0.07476028926906099
6,4,0.7,99,0.5762551984849571,0.0744243559180659
6,4,0.7,100,0.5820134497373544,0.07403971301269761
6,4,0.7,101,0.5877717009897515,0.07330891111186986
7,10,1.,1,0.0010875749929721455,0.1397349551070302
7,10,1.,2,0.009656837168175107,0.1397349551070302
7,10,1.,3,0.01822609934337807,0.1397349551070302
7,10,1.,4,0.026795361518581032,0.1397349551070302
7,10,1.,5,0.03536462369378399,0.1397349551070302
7,10,1.,6,0.04393388586898696,0.1397349551070302
7,10,1.,7,0.052503148044189915,0.1397349551070302
7,10,1.,8,0.06107241021939288,0.1397349551070302
7,10,1.,9,0.06964167239459584,0.1397349551070302
7,10,1.,10,0.0782109345697988,0.1397349551070302
7,10,1.,11,0.08678019674500177,0.1397349551070302
7,10,1.,12,0.09534945892020473,0.1397349551070302
7,10,1.,13,0.10391872109540769,0.1397349551070302
7,10,1.,14,0.11248798327061066,0.1397349551070302
7,10,1.,15,0.12105724544581362,0.1397349551070302
7,10,1.,16,0.1296265076210166,0.1397349551070302
7,10,1.,17,0.13819576979621956,0.1397349551070302
7,10,1.,18,0.14676503197142252,0.1397349551070302
7,10,1.,19,0.15533429414662547,0.1397349551070302
7,10,1.,20,0.16390355632182846,0.1397349551070302
7,10,1.,21,0.17247281849703142,0.1397349551070302
7,10,1.,22,0.18104208067223437,0.1397349551070302
7,10,1.,23,0.18961134284743733,0.1397349551070302
7,10,1.,24,0.1981806050226403,0.1397349551070302
7,10,1.,25,0.20674986719784325,0.1397349551070302
7,10,1.,26,0.21531912937304623,0.1397349551070302
7,10,1.,27,0.2238883915482492,0.1397349551070302
7,10,1.,28,0.23245765372345215,0.1397349551070302
7,10,1.,29,0.2410269158986551,0.1397349551070302
7,10,1.,30,0.24959617807385806,0.1397349551070302
7,10,1.,31,0.258165440249061,0.1397349551070302
7,10,1.,32,0.26673470242426395,0.1397349551070302
7,10,1.,33,0.27530396459946693,0.1397349551070302
7,10,1.,34,0.2838732267746699,0.1397349551070302
7,10,1.,35,0.29244248894987285,0.1397349551070302
7,10,1.,36,0.30101175112507583,0.1397349551070302
7,10,1.,37,0.30958101330027876,0.1397349551070302
7,10,1.,38,0.31815027547548175,0.1397349551070302
7,10,1.,39,0.32671953765068473,0.13938523554136573
7,10,1.,40,0.33528879982588766,0.13778068577731217
7,10,1.,41,0.34385806200109065,0.13622058409324295
7,10,1.,42,0.3524273241762936,0.1348107816855098
7,10,1.,43,0.36099658635149656,0.1333334008886886
7,10,1.,44,0.36956584852669955,0.13199862357441977
7,10,1.,45,0.3781351107019025,0.13060015764888566
7,10,1.,46,0.38670437287710546,0.12933694980569296
7,10,1.,47,0.3952736350523084,0.12801376012530055
7,10,1.,48,0.4038428972275114,0.12681881835791226
7,10,1.,49,0.4124121594027143,0.12565561057574262
7,10,1.,50,0.4209814215779173,0.12452342069533795
7,10,1.,51,0.4295506837531203,0.12333802466876732
7,10,1.,52,0.4381199459283232,0.12226803533492847
7,10,1.,53,0.4466892081035262,0.12122695627545318
7,10,1.,54,0.4552584702787291,0.12013737491510816
7,10,1.,55,0.4638277324539321,0.11915426390764357
7,10,1.,56,0.4723969946291351,0.118198093145855
7,10,1.,57,0.480966256804338,0.11719779748153082
7,10,1.,58,0.489535518979541,0.11629563916428846
7,10,1.,59,0.49810478115474394,0.11541858020045082
7,10,1.,60,0.506674043329947,0.11450146922713778
7,10,1.,61,0.51524330550515,0.11361210659243719
7,10,1.,62,0.5238125676803529,0.11281052000512087
